split,image,video,seconds,kind,box
train,round3_smoke3_positive_005_soft.jpg,연기3.mp4,27.75,smoke_positive,"(np.int64(324), np.int64(14), np.int64(498), np.int64(181))"
train,round3_smoke3_positive_006_orig.jpg,연기3.mp4,28.00,smoke_positive,"(np.int64(320), np.int64(10), np.int64(510), np.int64(185))"
train,round3_smoke3_positive_006_bright.jpg,연기3.mp4,28.00,smoke_positive,"(np.int64(320), np.int64(10), np.int64(510), np.int64(185))"
train,round3_smoke3_positive_006_dark.jpg,연기3.mp4,28.00,smoke_positive,"(np.int64(320), np.int64(10), np.int64(510), np.int64(185))"
train,round3_smoke3_positive_006_soft.jpg,연기3.mp4,28.00,smoke_positive,"(np.int64(320), np.int64(10), np.int64(510), np.int64(185))"
train,round3_smoke3_positive_007_orig.jpg,연기3.mp4,28.25,smoke_positive,"(np.int64(324), np.int64(10), np.int64(502), np.int64(180))"
train,round3_smoke3_positive_007_bright.jpg,연기3.mp4,28.25,smoke_positive,"(np.int64(324), np.int64(10), np.int64(502), np.int64(180))"
train,round3_smoke3_positive_007_dark.jpg,연기3.mp4,28.25,smoke_positive,"(np.int64(324), np.int64(10), np.int64(502), np.int64(180))"
train,round3_smoke3_positive_007_soft.jpg,연기3.mp4,28.25,smoke_positive,"(np.int64(324), np.int64(10), np.int64(502), np.int64(180))"
train,round3_smoke3_positive_008_orig.jpg,연기3.mp4,28.50,smoke_positive,"(np.int64(328), np.int64(10), np.int64(495), np.int64(175))"
train,round3_smoke3_positive_008_bright.jpg,연기3.mp4,28.50,smoke_positive,"(np.int64(328), np.int64(10), np.int64(495), np.int64(175))"
train,round3_smoke3_positive_008_dark.jpg,연기3.mp4,28.50,smoke_positive,"(np.int64(328), np.int64(10), np.int64(495), np.int64(175))"
train,round3_smoke3_positive_008_soft.jpg,연기3.mp4,28.50,smoke_positive,"(np.int64(328), np.int64(10), np.int64(495), np.int64(175))"
val,round3_smoke3_positive_009_orig.jpg,연기3.mp4,28.75,smoke_positive,"(np.int64(331), np.int64(10), np.int64(488), np.int64(170))"
train,round3_smoke3_positive_010_orig.jpg,연기3.mp4,29.00,smoke_positive,"(np.int64(335), np.int64(10), np.int64(480), np.int64(165))"
train,round3_smoke3_positive_010_bright.jpg,연기3.mp4,29.00,smoke_positive,"(np.int64(335), np.int64(10), np.int64(480), np.int64(165))"
train,round3_smoke3_positive_010_dark.jpg,연기3.mp4,29.00,smoke_positive,"(np.int64(335), np.int64(10), np.int64(480), np.int64(165))"
train,round3_smoke3_positive_010_soft.jpg,연기3.mp4,29.00,smoke_positive,"(np.int64(335), np.int64(10), np.int64(480), np.int64(165))"
train,round3_smoke3_positive_011_orig.jpg,연기3.mp4,29.25,smoke_positive,"(np.int64(334), np.int64(11), np.int64(482), np.int64(166))"
train,round3_smoke3_positive_011_bright.jpg,연기3.mp4,29.25,smoke_positive,"(np.int64(334), np.int64(11), np.int64(482), np.int64(166))"
train,round3_smoke3_positive_011_dark.jpg,연기3.mp4,29.25,smoke_positive,"(np.int64(334), np.int64(11), np.int64(482), np.int64(166))"
train,round3_smoke3_positive_011_soft.jpg,연기3.mp4,29.25,smoke_positive,"(np.int64(334), np.int64(11), np.int64(482), np.int64(166))"
train,round3_smoke3_positive_012_orig.jpg,연기3.mp4,29.50,smoke_positive,"(np.int64(332), np.int64(12), np.int64(485), np.int64(168))"
train,round3_smoke3_positive_012_bright.jpg,연기3.mp4,29.50,smoke_positive,"(np.int64(332), np.int64(12), np.int64(485), np.int64(168))"
train,round3_smoke3_positive_012_dark.jpg,연기3.mp4,29.50,smoke_positive,"(np.int64(332), np.int64(12), np.int64(485), np.int64(168))"
train,round3_smoke3_positive_012_soft.jpg,연기3.mp4,29.50,smoke_positive,"(np.int64(332), np.int64(12), np.int64(485), np.int64(168))"
train,round3_smoke3_positive_013_orig.jpg,연기3.mp4,29.75,smoke_positive,"(np.int64(331), np.int64(14), np.int64(488), np.int64(169))"
train,round3_smoke3_positive_013_bright.jpg,연기3.mp4,29.75,smoke_positive,"(np.int64(331), np.int64(14), np.int64(488), np.int64(169))"
train,round3_smoke3_positive_013_dark.jpg,연기3.mp4,29.75,smoke_positive,"(np.int64(331), np.int64(14), np.int64(488), np.int64(169))"
train,round3_smoke3_positive_013_soft.jpg,연기3.mp4,29.75,smoke_positive,"(np.int64(331), np.int64(14), np.int64(488), np.int64(169))"
val,round3_smoke3_positive_014_orig.jpg,연기3.mp4,30.00,smoke_positive,"(np.int64(330), np.int64(15), np.int64(490), np.int64(170))"
train,round3_smoke3_positive_015_orig.jpg,연기3.mp4,30.25,smoke_positive,"(np.int64(338), np.int64(20), np.int64(478), np.int64(162))"
train,round3_smoke3_positive_015_bright.jpg,연기3.mp4,30.25,smoke_positive,"(np.int64(338), np.int64(20), np.int64(478), np.int64(162))"
train,round3_smoke3_positive_015_dark.jpg,연기3.mp4,30.25,smoke_positive,"(np.int64(338), np.int64(20), np.int64(478), np.int64(162))"
train,round3_smoke3_positive_015_soft.jpg,연기3.mp4,30.25,smoke_positive,"(np.int64(338), np.int64(20), np.int64(478), np.int64(162))"
train,round3_smoke3_positive_016_orig.jpg,연기3.mp4,30.50,smoke_positive,"(345, 25, 465, 155)"
train,round3_smoke3_positive_016_bright.jpg,연기3.mp4,30.50,smoke_positive,"(345, 25, 465, 155)"
train,round3_smoke3_positive_016_dark.jpg,연기3.mp4,30.50,smoke_positive,"(345, 25, 465, 155)"
train,round3_smoke3_positive_016_soft.jpg,연기3.mp4,30.50,smoke_positive,"(345, 25, 465, 155)"
train,round3_smoke3_negative_000.jpg,연기3.mp4,0.00,hard_negative,
train,round3_smoke3_negative_001.jpg,연기3.mp4,1.00,hard_negative,
train,round3_smoke3_negative_002.jpg,연기3.mp4,2.00,hard_negative,
train,round3_smoke3_negative_003.jpg,연기3.mp4,3.00,hard_negative,
train,round3_smoke3_negative_004.jpg,연기3.mp4,4.00,hard_negative,
train,round3_smoke3_negative_005.jpg,연기3.mp4,5.00,hard_negative,
val,round3_smoke3_negative_006.jpg,연기3.mp4,6.00,hard_negative,
train,round3_smoke3_negative_007.jpg,연기3.mp4,7.00,hard_negative,
train,round3_smoke3_negative_008.jpg,연기3.mp4,8.00,hard_negative,
train,round3_smoke3_negative_009.jpg,연기3.mp4,9.00,hard_negative,
train,round3_smoke3_negative_010.jpg,연기3.mp4,10.00,hard_negative,
train,round3_smoke3_negative_011.jpg,연기3.mp4,11.00,hard_negative,
train,round3_smoke3_negative_012.jpg,연기3.mp4,12.00,hard_negative,
val,round3_smoke3_negative_013.jpg,연기3.mp4,13.00,hard_negative,
train,round3_smoke3_negative_014.jpg,연기3.mp4,14.00,hard_negative,
train,round3_smoke3_negative_015.jpg,연기3.mp4,15.00,hard_negative,
train,round3_smoke3_negative_016.jpg,연기3.mp4,16.00,hard_negative,
train,round3_smoke3_negative_017.jpg,연기3.mp4,17.00,hard_negative,
train,round3_smoke3_negative_018.jpg,연기3.mp4,18.00,hard_negative,
train,round3_smoke3_negative_019.jpg,연기3.mp4,19.00,hard_negative,
val,round3_smoke3_negative_020.jpg,연기3.mp4,20.00,hard_negative,
train,round3_smoke3_negative_021.jpg,연기3.mp4,21.00,hard_negative,
train,round3_smoke3_negative_022.jpg,연기3.mp4,22.00,hard_negative,
train,round3_smoke3_negative_023.jpg,연기3.mp4,23.00,hard_negative,
train,round3_smoke3_negative_024.jpg,연기3.mp4,24.00,hard_negative,
train,round3_smoke3_negative_025.jpg,연기3.mp4,34.00,hard_negative,
train,round3_smoke3_negative_026.jpg,연기3.mp4,35.00,hard_negative,
val,round3_smoke3_negative_027.jpg,연기3.mp4,36.00,hard_negative,
train,round3_smoke3_negative_028.jpg,연기3.mp4,37.00,hard_negative,
train,round3_smoke3_negative_029.jpg,연기3.mp4,38.00,hard_negative,
train,round3_smoke3_negative_030.jpg,연기3.mp4,39.00,hard_negative,
train,round3_smoke3_negative_031.jpg,연기3.mp4,40.00,hard_negative,
train,round3_smoke3_negative_032.jpg,연기3.mp4,41.00,hard_negative,
train,round3_smoke3_negative_033.jpg,연기3.mp4,42.00,hard_negative,
val,round3_smoke3_negative_034.jpg,연기3.mp4,43.00,hard_negative,
